I1,I2,I3,R1,R2,R3
0,0,0,1,0,1
32,36,65,53,54,17
17,19,23,46,50,21
50,51,60,55,71,25
6,20,16,18,20,4
34,43,34,76,103,45
50,47,47,96,141,36
496,651,608,451,563,186
4,1,4,6,6,2
285,345,279,3142,3460,1208
22,25,25,32,44,9
3283,4040,2766,2104,2551,869
21,19,25,21,48,18
4919,5149,5246,4919,6210,1906
103,112,103,39,73,16
41,35,45,41,48,21
0,2,1,2,0,1
261,298,317,269,350,126
2513,2723,3168,2519,2965,1004
3917,2869,1347,2643,1641,1052
26,28,37,18,36,10
6,10,13,8,12,5
1595,1782,1566,1646,1899,656
15,30,22,59,84,14
12,16,19,11,29,6
39,33,32,24,38,13
201,229,254,222,314,86
672,879,1111,1322,1240,492
1376,1495,1680,240,444,83
8,8,16,6,11,2
3,9,11,10,14,1
310,315,332,282,333,110
4,7,5,14,29,13
18,16,15,15,21,0
161,174,171,134,191,70
8237,8907,10024,7852,10278,3536
1638,1883,2124,1780,2361,704
4,6,6,4,7,5
11,14,16,13,30,10
12,10,18,11,7,1
14,25,27,19,33,8
95,70,89,75,118,26
1405,1621,1434,913,1200,361
21,28,37,26,71,12
0,4,1,3,3,0
13,15,14,1,12,2
15,19,20,21,28,10
72,64,76,42,86,28
1,0,0,0,4,0
1,2,1,1,4,1
14,23,20,24,31,8
1,1,2,2,3,0
48,41,49,37,64,14
6,6,4,2,14,4
14,20,18,93,118,41
0,1,1,0,1,0
4,10,11,10,8,12
64,66,65,65,63,17
4,1,2,1,2,0
12,17,19,18,26,4
0,0,0,0,0,0
273,286,299,224,289,91
17,35,21,18,25,6
106,139,124,109,142,60
82,110,104,32,46,11
7,6,0,5,5,3
4,5,5,5,1,3
8,14,22,20,16,13
1925,2363,2628,2315,3149,919
58,46,62,55,66,23
2,3,6,4,13,1
27,22,21,31,24,14
124,178,190,148,221,57
1,0,1,2,3,1
405,443,499,501,749,199
188,178,170,162,205,83
4,3,11,1,3,1
483,623,582,555,728,210
3,2,0,1,0,0
205,243,223,224,294,76
0,1,4,5,3,0
993,1145,1407,1006,890,362
510,569,655,504,904,208
7,1,8,10,13,2
52,51,35,43,53,23
1,1,0,1,3,2
257,250,274,314,379,114
211,312,275,307,377,136
15,24,26,30,58,8
1722,1617,1708,1382,1712,556
318,446,686,182,189,80
398,451,552,532,763,199
0,0,0,0,0,0
170,173,194,181,219,58
13,13,13,5,12,1
2,4,1,1,4,0
15,15,16,11,9,2
1851,2002,2206,1461,1812,655
80,73,93,71,81,29
8160,9609,7827,9767,12502,3881
64,86,107,53,71,23
246,261,281,284,351,118
0,0,0,1,0,0
81,102,85,111,133,53
140,189,192,254,289,106
31,21,60,12,21,5
101,125,143,107,153,61
9,12,15,7,9,6
1853,2132,2177,1850,2265,719
385,488,533,7682,9603,3325
249,319,396,283,419,134
950,972,1081,814,1137,339
0,1,2,0,1,0
8,9,10,12,6,2
100,124,141,138,194,51
1,3,3,5,3,2
22,24,32,28,36,6
27,35,23,20,42,10
24,15,22,21,31,6
40,34,62,35,63,16
28,23,26,60,76,21
44,42,45,40,47,10
0,0,1,0,0,0
1963,2677,2128,2037,2128,1189
284,252,316,294,417,97
258,272,314,356,475,140
163,181,192,155,223,57
675,729,688,647,743,322
82,57,72,48,92,26
739,802,695,922,1006,266
30,33,37,44,45,17
28,37,38,215,245,107
4775,5167,5518,4739,6293,1930
0,3,1,0,0,0
41,38,52,42,46,29
8,2,5,5,7,2
1,5,1,0,3,0
22,30,22,5,11,3
5886,5867,6505,5033,6487,2035
10,6,7,14,18,5
12,11,15,9,17,8
24,27,25,30,52,12
25,40,31,15,13,7
0,1,0,0,0,0
10,14,16,11,23,3
54,47,47,65,70,26
2177,2516,2609,1925,2179,728
138,182,183,186,205,74
31,30,52,31,56,14
9,25,16,35,26,15
2710,3322,2932,3391,4131,1227
4314,4226,3607,4111,4569,1755
32,50,59,39,39,19
0,1,0,1,0,0
16,18,30,25,30,11
0,0,1,1,4,0
48,53,73,61,62,12
18,19,13,28,46,19
14725,14286,16629,12641,16567,5173
4,7,9,2,12,5
110,125,160,103,148,37
0,0,0,0,0,0
144,218,334,13,16,3
28,30,43,58,90,27
808,851,737,761,1016,281
0,1,1,3,2,1
29,29,29,27,37,8
121,134,159,140,195,65
15,28,22,23,45,9
14,12,20,20,22,6
1386,1586,1625,290,523,107
21,37,38,52,83,25
161,189,189,171,237,67
159,161,144,118,166,51
6,4,5,15,22,2
15,17,20,16,15,3
4,7,9,2,4,3
0,2,1,3,2,0
19247,17360,18695,17109,20547,7979
16,27,26,22,27,14
145,151,192,161,259,66
4,5,9,0,5,4
6,7,2,3,9,1
2122,2472,2197,1928,2615,774
1131,1143,1384,1013,1259,427
290,298,365,256,356,129
1,3,2,0,4,0
168,208,224,192,222,77
2049,2179,2230,2057,2327,800
32,31,42,10,13,3
67,133,220,60,41,21
16,16,7,10,16,5
313,315,378,323,453,133
4,5,6,8,12,1
705,909,1012,841,1236,348
1,2,5,3,7,0
39,34,37,35,53,14
164,176,225,166,285,71
225,255,318,456,691,170
19,32,38,28,35,10
6425,6925,7533,8470,9983,3252
89,116,108,89,119,43
31,43,48,97,99,34
0,7,4,2,3,1
20849,21652,24165,24971,29880,10686
316,318,368,416,643,183
19,38,32,35,55,7
118,153,146,143,207,35
0,0,0,0,0,0
256,326,382,308,511,125
15,20,20,28,27,11
37,36,53,67,74,16
23,15,30,27,27,10
136,144,139,51,60,28
26,41,50,18,15,6
2,0,0,0,1,0
0,0,0,0,0,0
150,125,163,208,257,81
0,0,0,0,0,0
7,9,9,2,2,1
1115,1139,1369,1058,1381,459
137,163,210,215,265,71
44,52,73,97,100,39
927,912,771,69,88,22
8,4,9,5,2,2
11,14,13,10,17,3
1102,1163,1266,1269,1626,604
234,326,437,92,162,47
850,884,890,718,848,299
347,416,511,489,785,134
3,1,2,47,36,22
30,27,39,7,17,6
17,11,18,18,41,14
215,245,231,257,314,121
125,154,137,176,224,69
173,196,205,187,232,50
152,141,226,170,239,61
376,308,1302,313,386,170
21,29,21,25,34,6
6,7,19,7,14,4
163,151,123,148,129,48
203,238,275,183,281,96
701,784,701,540,616,195
34,40,29,30,33,14
1450,1557,1544,1453,1931,562
23,22,20,17,25,12
17,19,36,20,27,3
168372,170546,168221,133777,160959,59646
7,8,3,2,2,0
11,7,10,17,10,2
5,1,2,1,1,1
5,6,6,5,3,2
212,232,309,248,356,112
67,60,50,59,83,23
238,294,219,1035,1048,367
137,177,159,496,549,216
149,191,136,174,163,59
76,90,89,40,59,20
44,50,42,55,55,24
34,43,65,30,49,13
203,225,257,265,337,84
167,203,197,431,548,148
79,87,81,98,90,31
43,61,54,46,73,25
2,2,1,4,3,0
454,515,598,244,295,71
1112,1067,1198,1048,1260,468
30,23,23,20,21,9
21,13,16,26,33,6
0,0,0,0,1,0
41,51,70,30,53,9
0,0,0,0,0,0
5,5,2,2,9,0
1,8,4,2,3,0
45,65,61,49,66,21
79,91,58,89,65,32
42,46,48,73,89,25
11,15,25,21,36,6
30,37,29,20,30,2
47,80,115,111,146,35
15,20,22,17,27,10
36,42,29,33,46,18
939,954,1096,913,1248,382
197,267,260,217,294,71
8,1,8,1,9,1
57,55,74,29,72,20
16,9,18,12,23,5
5,6,14,10,9,3
199,254,322,23,24,9
4,1,1,2,1,1
0,0,0,0,0,0
111,144,135,116,132,47
146,186,166,166,191,53
25,42,27,47,51,34
0,0,0,0,0,0
69,90,78,63,112,44
1368,1281,1377,1342,1955,442
8365,10645,8073,7216,8617,2680
33,33,46,28,59,11
263,273,277,251,302,99
12,10,21,6,19,2
10,11,9,12,23,6
59,77,123,101,176,28
58,85,81,41,68,13
1,1,0,1,0,0
0,0,3,0,2,0
15351,15103,17410,14331,18477,6020
2,4,17,9,5,5
66,73,77,54,81,26
61,83,82,45,118,46
228,263,231,335,312,129
31,29,37,74,90,22
7272,7147,7870,7160,8598,3161
24,35,52,36,46,8
11,16,19,19,17,8
32,38,32,67,87,24
0,0,0,0,0,0
3068,2851,1626,2555,2368,959
3,5,10,6,6,1
14,21,29,22,28,6
21,35,30,40,49,9
13,13,16,23,19,6
2,2,0,3,5,2
39,61,47,49,52,20
23,26,27,58,72,19
1641,1867,2103,1637,1818,671
415,496,560,448,675,167
1017,1082,1103,960,1236,435
218,223,205,122,171,51
1,4,6,0,2,0
16,15,15,11,16,4
121,125,133,201,258,51
22,31,22,28,55,13
10,13,28,14,5,2
128,235,223,191,246,66
179,170,221,271,362,116
5,10,8,16,17,7
187,202,201,196,245,80
74,100,96,107,136,25
7,8,7,2,3,0
170,209,113,271,283,101
389,581,755,584,1017,253
574,746,816,500,743,176
0,0,0,0,0,0
39,57,36,35,33,11
195,236,249,268,351,143
12692,12423,13831,10768,13343,4794
415,513,507,465,532,165
8,4,15,9,31,5
1,1,4,2,4,1
2,4,10,6,13,0
502,563,562,550,602,179
0,0,0,1,0,1
377,379,457,219,348,111
5,7,14,6,13,5
2217,2297,2521,2287,3031,945
24,29,33,17,29,10
1761,1927,2183,1823,2210,760
11,7,18,137,147,46
0,0,2,1,2,0
72,126,107,89,133,26
7,9,12,11,14,9
407,500,583,564,771,212
5,4,8,3,12,7
5,8,7,0,8,3
620,718,866,677,937,304
399,462,458,404,491,195
1467,1513,1567,1438,1713,559
29,38,65,41,52,27
290,308,382,302,437,110
266,282,356,257,356,96
0,0,0,0,0,0
160,160,198,138,171,48
79,77,82,118,121,26
462,606,1531,458,801,214
1143,1122,1232,813,883,346
27,34,36,82,108,23
20,19,16,12,20,4
110,109,119,232,297,106
219,179,241,136,200,45
6,10,11,9,16,4
124,128,97,93,110,31
1922,2348,2550,1752,2440,632
489,570,608,396,672,194
207,222,275,208,317,82
5,6,14,6,9,2
12,22,25,15,32,6
19,45,48,27,45,6
855,836,785,744,825,316
1,3,6,8,7,0
11,23,33,1,12,2
465,393,488,281,437,140
18,16,18,37,48,25
2,3,4,6,4,3
5,5,10,2,7,0
13,19,11,9,13,5
0,1,0,1,0,4
23,31,33,16,17,5
4,5,9,6,12,4
39,36,46,28,49,6
35,23,41,41,49,19
3978,4308,4568,3865,4842,1597
34,34,40,63,98,41
155,153,157,154,192,59
29647,29635,30432,23724,26207,10198
0,0,0,5,3,0
2789,3103,3074,2972,3526,1237
71,69,47,81,68,35
41,34,45,61,86,34
39,65,43,42,57,22
9,9,2,3,11,2
41,67,65,53,89,21
90,133,128,129,142,55
180,209,142,115,133,39
0,0,0,0,0,0
0,1,0,0,0,0
657,658,799,554,856,224
15,39,33,25,26,10
16,21,9,39,37,7
1479,1635,1882,1509,2198,664
4,5,9,4,9,0
1,3,1,3,6,2
5,5,6,11,16,4
6,14,11,18,21,3
35,45,58,38,67,19
0,1,2,0,1,0
1485,931,684,1066,616,566
418,536,538,479,637,211
228,290,298,373,445,147
3460,4089,4033,2076,2631,823
19,38,40,30,42,17
32,29,26,23,42,22
12,21,15,34,41,10
11,4,10,6,12,10
11,16,27,25,41,1
0,0,0,0,0,0
30,28,30,22,21,6
3,6,5,2,2,0
943,629,265,646,296,316
115,90,105,108,150,33
37,40,77,24,29,8
12,19,18,15,24,7
1079,1312,1344,1465,2042,577
11276,12037,6344,8805,9988,3503
6,4,13,4,14,1
16,11,21,28,32,11
904,1011,1428,1005,1739,477
12,14,22,6,9,1
153,182,199,76,88,24
158,228,302,177,275,95
447,519,483,396,481,153
31,18,10,19,30,8
295,381,282,541,608,180
18,19,17,17,26,6
337,364,377,360,489,163
74,79,95,88,109,26
1,6,6,11,5,0
4023,4508,5354,4169,5852,1860
8,8,7,63,79,22
2,1,2,1,1,0
20,21,29,33,33,14
5,14,9,8,25,8
38,35,52,47,70,19
5,2,3,2,7,6
51,82,69,91,112,37
348,315,320,683,682,284
3517,3750,3711,3352,4196,1335
44,52,46,26,41,6
1,1,0,4,2,0
28,53,41,39,41,15
8,13,7,5,6,5
1019,1052,1171,987,1091,479
585,684,785,684,902,279
1288,1253,1749,1197,1598,538
723,684,791,483,581,180
26,37,33,45,72,19
0,2,0,0,0,0
1,1,3,3,3,0
67,70,113,71,126,23
2287,1455,875,1773,842,762
2,3,1,3,11,1
104,157,123,200,237,59
26,35,24,21,22,9
66,113,92,86,123,31
692,680,736,641,707,239
50,80,96,71,106,26
117,132,143,67,114,34
320,271,331,316,400,97
1279,1435,1464,1125,1471,484
447,530,507,755,988,330
258,342,311,346,451,134
145,165,180,148,174,75
557,834,1070,497,593,214
10,14,13,27,31,8
0,2,1,0,1,0
1,0,2,3,3,0
0,0,0,0,0,0
2,0,0,1,0,0
3,3,2,2,8,0
57,79,112,87,126,35
637,443,837,430,327,188
15482,17179,16776,14935,18824,6456
170,191,253,148,223,80
456,513,570,475,571,236
599,589,857,637,1035,250
63,74,83,83,96,27
0,0,0,0,0,0
1416,1521,1597,1304,1605,493
4,1,7,12,9,1
13,21,25,24,22,8
6,15,9,15,29,6
866,858,1045,1013,1341,344
1642,1887,2215,1747,2210,734
15,15,15,12,12,3
4,5,2,4,6,0
2,5,10,2,5,2
358,348,349,295,380,114
102,131,103,190,227,87
1838,1885,2181,1826,2139,709
2,0,1,0,1,0
13,14,18,17,10,2
29,44,43,76,96,27
107,133,99,58,120,36
3,12,6,2,1,0
77,91,101,19,43,10
132,182,154,159,205,62
22162,25233,25945,23293,30897,10086
9,11,14,9,17,5
3,5,6,8,2,0
12,7,6,5,3,2
3086,3964,4254,3490,4843,1430
31,32,30,46,45,12
0,4,2,2,2,1
1,0,0,0,3,0
89,100,93,66,104,29
96,114,101,106,103,45
10,8,10,21,15,14
1,1,6,0,1,2
666,846,856,600,1201,214
1,2,1,2,0,0
296,303,290,268,349,100
17,25,26,59,70,28
484,607,637,514,750,198
170,190,216,196,326,91
309,311,324,230,254,115
597,804,863,413,545,189
280,295,331,271,378,99
4,3,5,7,8,1
9,19,13,12,26,7
62,48,96,14,22,6
525,551,675,536,755,203
314,345,375,362,481,164
565,530,703,532,893,189
23,28,25,8,15,4
0,0,0,0,0,0
763,667,622,649,723,316
9,10,5,14,15,3
265,329,363,317,493,137
56,73,85,77,107,46
2,4,5,5,3,2
188,240,243,237,303,87
292,354,498,14,21,8
236,293,332,265,367,110
1,9,10,10,6,2
12,20,11,24,22,13
14,13,13,16,24,16
11,9,5,7,8,2
23882,25818,25429,20410,22567,9094
760,833,890,701,915,321
1,0,0,3,2,0
1,2,1,2,0,0
8,9,6,6,9,3
0,0,0,0,0,0
6,5,18,6,9,2
139,149,205,233,432,106
105,117,87,104,123,50
166,225,153,164,176,53
44,63,67,48,77,18
254,275,308,246,366,142
822,963,1080,73,151,31
140,138,150,153,171,46
157,176,149,301,327,134
207,204,194,248,278,79
2,3,6,17,22,8
31,38,38,30,35,8
2104,2490,2323,2248,2685,934
591,625,675,472,656,176
358,393,490,366,547,146
862,803,951,899,1146,340
16,8,13,12,13,2
22,34,43,72,85,28
4,15,14,19,25,9
17,27,15,12,14,6
10,8,16,6,20,4
230,310,307,305,441,158
0,0,0,0,0,0
9,17,28,24,28,9
2,3,6,5,7,3
821,809,1049,787,1152,306
219,269,298,84,153,29
21,9,9,16,8,11
20,25,31,23,36,11
2,3,5,0,3,3
1,2,1,6,4,0
11,10,19,19,24,4
93161,123218,107326,138669,127589,51674
7,8,5,14,14,4
3768,3778,4206,3385,4447,1532
2,1,2,3,5,1
4,0,4,14,9,9
0,0,0,0,0,0
42843,43032,43237,29005,34337,12964
31,32,32,41,83,24
7,10,6,5,11,3
0,0,0,0,0,0
37,41,39,42,56,20
6,24,13,15,16,15
25,16,35,16,24,9
67,86,93,92,123,28
15585,18466,17361,15221,19565,5913
113,156,179,158,196,62
12,13,5,10,13,1
47,57,51,70,86,23
0,3,1,2,1,0
1011,1122,1119,880,1128,389
113,52,55,82,42,17
4,3,3,4,7,4
20,21,21,22,17,6
17,15,25,9,30,6
10,9,26,11,22,3
23,16,47,19,52,16
18,22,31,29,32,13
16,24,22,34,30,12
60,75,88,53,69,29
5,10,11,4,9,1
46,43,55,47,75,16
181,206,225,201,223,89
103,139,166,110,184,44
11,10,17,8,16,2
11,14,11,18,12,3
1,12,14,15,11,3
3,16,10,11,23,9
5,7,3,4,2,1
2241,2440,2689,2188,2992,919
17,18,30,25,46,11
12,4,20,6,18,7
842,991,1156,950,1346,374
43,50,46,87,113,37
20,37,33,26,33,3
12,10,8,11,25,5
1,2,0,5,0,0
30,44,39,25,46,15
10,13,17,8,13,2
3,2,1,1,4,1
310,359,399,286,350,132
11,14,18,31,44,7
931,1475,1367,899,1102,342
62547,78356,69393,78423,72691,29286
0,0,0,0,0,0
8,10,8,7,3,0
9,11,7,10,17,8
1,0,0,1,3,0
1,2,2,0,4,1
6,21,15,9,28,9
9,11,4,7,10,9
4941,4909,5068,4241,5020,1693
6582,7097,5774,5879,6830,2275
240,239,295,183,247,77
8231,10031,8581,7046,8213,2603
12,26,26,23,34,19
6,2,11,0,2,0
56,66,28,38,24,19
8,16,6,12,16,6
262,284,265,256,365,111
4,4,8,0,4,0
312,315,388,279,368,135
0,1,0,2,0,0
41,49,81,51,59,18
7,11,17,12,8,2
0,1,0,0,1,0
2,1,0,0,4,2
608,628,806,580,746,220
4,3,2,5,14,2
48,63,65,182,280,84
714,742,877,633,933,249
2,3,6,0,2,1
9,18,21,26,28,6
1048,1330,1432,889,1470,347
20,26,34,20,16,8
96,122,119,90,181,36
27,21,30,29,34,5
1842,1799,2290,1779,2501,765
24,19,29,64,76,33
28,22,33,28,34,9
269,312,293,198,263,88
0,1,1,1,0,0
9,20,16,5,16,3
0,0,0,0,0,1
882,955,1026,710,1043,277
46,67,38,12,27,3
77,78,75,72,92,30
87,112,99,100,101,25
20,18,19,18,26,13
439,470,491,378,574,167
264,370,388,321,413,106
422,563,546,433,528,176
857,869,1076,157,239,51
13,12,10,6,9,0
18,21,27,8,20,2
261,299,425,265,389,138
2,1,1,0,0,0
1,3,8,11,9,2
14,23,32,5,16,5
21,25,26,16,15,5
17,19,20,27,19,7
2,4,4,6,7,1
58,82,58,67,117,39
69,65,77,60,101,19
801,880,897,913,1171,341
4,2,2,9,3,0
9,10,10,6,4,8
119,170,179,133,188,62
35,46,55,47,63,27
6,14,18,10,10,2
758,866,916,856,1127,335
15,21,27,45,79,29
15,18,14,16,21,4
1775,2657,2888,2288,4442,852
9,20,24,11,33,6
371,323,284,1264,1591,514
52,65,61,72,92,20
138,152,147,172,163,77
267,347,340,238,333,97
74,109,115,94,132,33
1583,1551,1876,1398,2093,481
7,5,5,1,7,6
27,26,25,19,34,11
0,1,0,0,0,0
34,35,43,45,63,9
218,253,282,199,305,70
95,107,126,258,349,95
41,72,56,56,68,24
19,25,13,51,27,12
0,0,0,0,0,0
584,643,795,602,736,245
21,27,21,28,33,14
173,182,196,181,246,78
912,873,938,845,1006,365
3021,3295,3691,2942,3821,1225
804,989,1024,903,1255,397
5410,4593,5300,4297,5484,1706
48,47,49,65,80,32
6,15,6,10,10,6
2,6,7,2,9,3
4,3,0,1,5,2
1,1,1,1,0,1
18,17,15,22,20,10
36,54,43,58,69,16
0,0,0,0,0,0
30,20,30,28,39,13
1,3,1,2,4,0
107,173,129,164,228,51
1092,1067,1198,853,1039,327
92,106,100,97,133,38
26823,26491,30113,22026,28285,9639
214,196,156,261,267,73
5,6,3,11,17,0
83,101,103,102,113,42
1,0,1,0,1,0
15,30,32,17,25,3
49,62,77,57,95,24
21,33,41,44,68,29
452,452,506,431,536,190
235,246,152,185,211,85
28,26,54,57,69,17
1865,2092,2277,1890,2598,700
5,3,5,2,5,0
259,338,344,264,416,87
63,107,114,75,109,26
137,201,180,158,217,59
24659,27529,26941,21560,26337,9579
24,21,31,20,33,8
494,416,491,401,625,138
22,30,24,18,41,13
0,0,0,0,0,0
34,34,41,26,40,15
167,171,175,170,173,71
4,3,3,1,3,2
9,5,1,3,3,1
569,597,701,660,806,259
150,135,158,160,197,60
32,27,39,24,59,9
33,47,45,11,17,5
17,23,42,25,52,15
40,69,68,40,87,22
0,0,0,0,0,0
6110,4504,1643,4087,2908,2180
534,633,748,534,692,226
1694,1730,1863,1465,1865,609
14,17,12,17,19,3
702,800,856,621,940,297
0,0,0,0,0,0
8,9,11,20,22,6
9,11,8,10,18,7
12,21,23,35,49,6
45,40,35,52,67,16
225,237,293,78,121,27
121,153,174,133,217,82
2889,3305,3239,3074,3695,1180
7,4,2,6,10,1
200,218,288,247,304,77
160,186,223,194,252,92
436,350,207,141,144,31
11,27,18,29,30,6
0,0,0,0,0,0
1,0,1,0,0,1
1,1,1,0,0,0
49,58,93,69,91,29
21,35,40,36,62,11
27,34,44,43,38,13
1175,1226,919,1036,1046,407
5387,5464,5590,4152,5517,1978
97,114,124,87,172,44
188,250,241,205,281,88
1721,1744,1817,1460,1835,689
412,456,476,2644,1886,949
176,202,224,317,421,138
35,53,61,107,132,46
2016,2105,2159,2083,2529,899
7482,8588,8886,7851,9931,3365
566,618,646,517,666,199
4,8,1,6,6,2
5,12,11,20,26,7
65,52,63,49,83,35
144,129,188,136,210,50
119,120,82,339,378,121
40,39,47,37,43,20
1480,1545,1737,1596,1997,558
209,248,316,202,329,93
0,0,0,0,0,0
3,3,14,6,12,1
1107,1348,1408,141,245,41
80,94,116,91,87,39
8,12,11,6,9,2
36,57,73,51,76,24
772,920,960,1251,1646,450
3013,3173,3335,2936,3764,1091
595,546,424,404,504,182
6,11,8,11,12,7
4,13,13,16,17,6
10,7,15,17,25,1
7,7,7,11,18,7
6,10,9,13,13,4
2504,2588,2207,2334,2646,922
115,119,176,159,197,56
26,26,32,9,21,5
834,902,1004,385,644,151
0,0,0,2,4,0
621,728,781,661,898,244
0,1,1,0,2,0
16,21,40,25,44,12
8,7,8,3,7,1
1,0,0,0,0,0
555,553,563,582,671,235
52,78,71,76,116,25
7,4,7,5,10,1
9,23,17,12,14,7
13,20,15,17,24,15
207,268,238,228,359,99
292,386,473,334,545,195
996,1025,1102,657,927,331
0,0,1,0,0,0
260,260,278,238,297,87
62,81,75,73,118,31
1,0,1,3,2,2
13057,13867,14067,10853,12542,4701
5,9,18,17,43,10
6,8,6,8,3,2
482,535,591,535,681,193
313,414,434,382,443,139
2367,2686,3024,2369,3075,1039
6,8,12,12,19,0
28,39,41,34,50,15
9,8,17,14,9,0
19,26,29,23,22,6
16,13,11,8,27,11
65,57,59,63,105,37
22,18,18,23,25,8
117,143,140,134,131,55
507,522,656,1043,1295,469
7,5,17,1,5,3
707,798,893,656,777,264
16,23,24,22,29,14
399,477,411,224,269,100
230,328,325,242,298,106
16,14,13,15,25,5
2270,2192,2256,2023,2260,811
65,109,110,86,143,30
108,98,98,93,114,51
5976,6071,6513,5357,7025,2491
19,26,28,27,44,16
28,32,25,35,47,16
230,268,307,310,456,117
15,23,32,12,53,5
39,54,55,47,55,14
20,28,42,32,31,10
64,79,81,144,221,51
66,39,52,60,91,26
4,9,14,23,22,17
7,14,12,15,25,6
7,14,14,13,23,1
21,26,30,19,28,5
9,8,8,7,4,3
98,72,88,89,105,19
0,0,1,0,0,0
202,265,262,293,379,149
127,120,75,109,78,46
5,4,8,10,9,3
2,9,7,20,14,5
0,0,6,1,2,2
7637,8027,8866,7188,9037,3005
9,6,11,7,18,7
33,38,36,39,37,19
6630,6275,6929,5628,7074,2454
231,237,302,199,336,81
16,20,31,21,13,7
35,41,43,32,44,12
0,0,0,0,2,0
0,1,0,0,1,0
6952,6190,7535,5417,6923,2207
262,299,443,265,421,143
0,0,1,0,1,0
3,1,0,1,1,0
14,9,19,8,11,4
9,10,15,6,12,2
1,0,1,1,0,0
12,9,13,10,15,5
13,22,17,9,19,6
14,31,38,33,50,15
6,10,18,4,3,3
3,11,8,10,14,7
53,64,69,16,30,12
48,46,54,85,134,31
48,26,31,101,109,41
1335,1285,1324,1113,1228,461
47,44,40,55,44,24
0,0,0,0,0,0
487,493,641,408,563,162
21,18,25,19,35,5
90,118,92,167,218,72
3,4,1,7,8,2
48,50,78,38,86,9
0,0,0,0,0,0
1048,1032,1194,837,1127,423
214,238,230,14,33,4
9,13,14,9,30,4
444,425,475,403,436,178
0,1,0,2,1,0
36,41,56,45,67,26
2,4,1,3,1,0
0,0,1,0,0,0
18,19,23,15,21,8
5,14,21,7,21,10
11,4,14,5,7,1
1520,1711,2579,1437,1843,606
1,3,4,3,4,0
1,1,0,0,1,0
101,125,152,117,150,33
5028,5305,5393,4436,5701,2117
57,70,77,49,89,26
21,29,33,33,41,12
203,253,304,328,506,110
1105,1250,1545,1164,1593,473
65,98,95,51,84,24
0,0,2,0,1,0
3,4,4,4,0,0
3034,2065,2691,2033,2577,1115
72,88,99,110,152,56
7,10,9,13,16,2
4069,3747,3701,3679,4053,1770
0,1,5,1,0,1
91,102,102,25,55,12
1,1,2,3,1,1
39,34,47,27,55,7
40,33,39,6,10,5
0,0,0,0,0,0
338,350,376,351,425,154
398,520,583,206,326,89
55,77,61,59,63,16
1179,1178,1007,1501,1739,603
0,1,0,0,1,0
654,764,714,41,62,10
140,177,247,53,105,33
10,20,11,14,13,5
21,27,29,37,58,12
23,12,64,32,69,4
157,167,176,148,213,61
1,0,1,1,1,0
0,0,0,0,0,0
13,9,9,4,10,1
159,163,141,124,127,43
14,20,33,26,25,10
2161,2660,2954,1411,2062,611
1,0,0,2,3,1
397,436,502,517,823,222
41,54,56,51,86,18
7855,8910,9571,8285,10653,3394
5150,3772,5550,4642,7176,1418
50,37,76,97,157,18
584,559,657,518,631,212
40650,41350,41361,27406,32564,12743
44,74,74,81,114,42
25,24,20,27,18,12
139,134,181,110,175,60
7116,6707,6971,6049,7221,2397
14,22,13,19,12,6
10,23,19,42,37,5
2937,3124,3531,3143,4061,1396
81,85,84,67,104,22
0,2,0,2,1,1
134,150,153,318,390,131
1560,1849,1743,1522,1816,697
30,44,51,46,70,17
5,6,10,10,10,4
3,2,4,2,2,2
13,22,46,20,33,12
798,883,951,851,1067,335
25,20,39,29,30,13
51,53,66,49,65,17
60,56,77,62,83,22
126,160,165,169,240,83
26,28,38,30,54,10
398,451,495,414,599,216
21,24,30,80,75,18
170,140,162,142,158,39
156,238,243,201,212,69
20,18,22,16,22,2
124,152,158,241,269,105
108,150,148,116,153,47
47,59,83,75,103,33
1,4,7,2,8,1
12,8,11,18,12,9
577,604,685,291,372,127
579,614,731,915,1315,359
1679,1422,1905,1515,2016,660
2696,2743,2941,2620,3282,1068
2,2,5,5,2,1
29,38,28,45,54,12
10,10,24,9,9,6
905,778,1007,1217,2108,529
0,0,0,2,1,0
25651,24019,26534,21362,27577,9098
15,38,59,41,71,10
3,2,7,6,5,0
39,40,43,75,106,32
2,0,1,0,3,0
2,8,8,6,10,0
1,0,2,1,1,1
7542,7640,8244,6405,8023,2794
781,743,813,657,893,320
30,33,47,36,45,9
169,141,192,603,739,232
0,0,0,0,0,0
177,163,159,6,12,2
4,8,2,7,8,1
3,3,2,6,6,0
0,0,0,0,0,0
0,2,0,1,0,0
1,0,3,3,0,1
8,5,7,10,10,5
1,4,1,4,4,2
685,743,823,656,917,270
573,686,759,712,1093,306
4054,4571,5416,4724,6663,2082
41,36,33,25,33,7
160,237,267,307,459,132
30,27,39,6,21,5
27,41,50,42,67,10
35,47,50,46,67,19
1,2,0,0,4,0
56,59,71,50,93,33
2,6,6,6,1,1
93,112,138,102,172,36
1,5,5,5,13,3
7,11,13,6,9,4
2,6,3,1,0,0
3237,3370,3648,3306,4160,1331
5,7,5,4,15,2
0,1,2,1,3,2
1088,1125,1262,978,1085,416
67,57,22,17,31,13
15,19,25,57,42,17
597,631,719,622,764,251
392,355,429,350,361,135
0,0,0,0,0,0
40,38,45,40,75,11
132,144,170,254,274,101
47,50,74,62,104,23
377,469,504,358,614,168
5,4,10,8,12,2
121,130,133,109,151,44
0,2,3,4,1,3
